x-axis,1,2,3
second,Volt,Volt,Volt
-6.505000E+00,+4.452261E+00,+271.357E-03,+1.125628E+00
-6.502500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.500000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.497500E+00,+4.422111E+00,+256.281E-03,+1.045226E+00
-6.495000E+00,+4.422111E+00,+271.357E-03,+1.090452E+00
-6.492500E+00,+4.452261E+00,+321.608E-03,+1.125628E+00
-6.490000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.487500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.485000E+00,+4.422111E+00,+301.508E-03,+1.060301E+00
-6.482500E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.480000E+00,+4.467337E+00,+321.608E-03,+1.125628E+00
-6.477500E+00,+4.422111E+00,+301.508E-03,+1.105528E+00
-6.475000E+00,+4.422111E+00,+321.608E-03,+1.045226E+00
-6.472500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.470000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.467500E+00,+4.467337E+00,+321.608E-03,+1.075377E+00
-6.465000E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.462500E+00,+4.497487E+00,+321.608E-03,+1.045226E+00
-6.460000E+00,+4.482412E+00,+321.608E-03,+1.105528E+00
-6.457500E+00,+4.467337E+00,+321.608E-03,+1.125628E+00
-6.455000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.452500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.450000E+00,+4.422111E+00,+241.206E-03,+1.125628E+00
-6.447500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.445000E+00,+4.422111E+00,+286.432E-03,+1.125628E+00
-6.442500E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.440000E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.437500E+00,+4.497487E+00,+321.608E-03,+1.125628E+00
-6.435000E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.432500E+00,+4.422111E+00,+271.357E-03,+1.090452E+00
-6.430000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.427500E+00,+4.422111E+00,+321.608E-03,+1.105528E+00
-6.425000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.422500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.420000E+00,+4.452261E+00,+271.357E-03,+1.125628E+00
-6.417500E+00,+4.422111E+00,+271.357E-03,+1.125628E+00
-6.415000E+00,+4.422111E+00,+321.608E-03,+1.045226E+00
-6.412500E+00,+4.422111E+00,+396.985E-03,+1.125628E+00
-6.410000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.407500E+00,+4.422111E+00,+286.432E-03,+1.075377E+00
-6.405000E+00,+4.422111E+00,+321.608E-03,+1.075377E+00
-6.402500E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.400000E+00,+4.422111E+00,+241.206E-03,+1.120603E+00
-6.397500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.395000E+00,+4.422111E+00,+286.432E-03,+1.125628E+00
-6.392500E+00,+4.467337E+00,+286.432E-03,+1.075377E+00
-6.390000E+00,+4.422111E+00,+321.608E-03,+1.105528E+00
-6.387500E+00,+4.502513E+00,+321.608E-03,+1.125628E+00
-6.385000E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.382500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.380000E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.377500E+00,+4.422111E+00,+301.508E-03,+1.125628E+00
-6.375000E+00,+4.497487E+00,+321.608E-03,+1.125628E+00
-6.372500E+00,+4.437186E+00,+321.608E-03,+1.125628E+00
-6.370000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.367500E+00,+4.467337E+00,+286.432E-03,+1.075377E+00
-6.365000E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.362500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.360000E+00,+4.437186E+00,+321.608E-03,+1.125628E+00
-6.357500E+00,+4.422111E+00,+271.357E-03,+1.125628E+00
-6.355000E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.352500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.350000E+00,+4.422111E+00,+321.608E-03,+1.120603E+00
-6.347500E+00,+4.422111E+00,+321.608E-03,+1.045226E+00
